"Name","State","Notes","User","Tags","Created","Runtime","Sweep","K","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","cluster_accuracy"
"gallant-frost-287","finished","-","asenellart","","2023-06-07T15:05:57.000Z","178","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.7792899999999999"
"super-shape-286","finished","-","asenellart","","2023-06-07T15:05:57.000Z","191","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.82887"
"major-field-285","finished","-","asenellart","","2023-06-07T15:04:57.000Z","263","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.94975"
"genial-butterfly-284","finished","-","asenellart","","2023-06-07T15:04:32.000Z","221","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.6898"
"desert-energy-283","finished","-","asenellart","","2023-06-07T15:04:30.000Z","311","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.21751"
"comfy-firefly-282","finished","-","asenellart","","2023-06-07T15:03:56.000Z","290","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.82412"
"unique-plant-281","finished","-","asenellart","","2023-06-07T15:03:27.000Z","166","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.9659"
"crisp-valley-280","finished","-","asenellart","","2023-06-07T15:03:26.000Z","306","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.5228100000000001"
"feasible-butterfly-279","finished","-","asenellart","","2023-06-07T15:02:56.000Z","249","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.27887999999999996"
"cool-lake-277","finished","-","asenellart","","2023-06-07T15:02:27.000Z","207","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.5524899999999999"
"stoic-dawn-278","finished","-","asenellart","","2023-06-07T15:02:27.000Z","183","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.88092"
