"Name","State","Notes","User","Tags","Created","Runtime","Sweep","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","k","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","joint_coherence _prior","joint_coherence_GaussianMixtureSampler","joint_coherence_IAFsampler","joint_coherence_prior","joint_likelihood","mean_coherence_1","mean_coherence_2","mean_coherence_3","mean_coherence_4","std_coherence_1","std_coherence_2","std_coherence_3","std_coherence_4","subset_to_m0","subset_to_m1","subset_to_m2","subset_to_m3","subset_to_m4","Conditional FD from ['m1', 'm2', 'm3', 'm4'] to m0","Conditional FD from ['m1', 'm2', 'm3'] to m0","Conditional FD from ['m1', 'm2'] to m0","Conditional FD from ['m1'] to m0"
"MVAE_i_02_1_new","failed","-","asenellart","","2023-06-03T12:25:18.000Z","1043","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.2","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.5062000155448914","","0.04649999737739563","","0.39583","0.5401166666666668","0.632345","0.6968400000000001","0.06042248836319142","0.04423974143484818","0.0711560554345166","0.13963789743475802","0.4306","0.7372","0.7978","0.8184","0.7002","104.57828539545687","102.2290804163748","98.53837960264444","91.43120020132824"
"MVAE_c_05_1_new","failed","-","asenellart","","2023-06-03T12:23:27.000Z","1153","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.5","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.10649999976158142","","0.05219999700784683","","0.37124499999999994","0.4819466666666667","0.541435","0.57582","0.07309872844311315","0.035885166232798124","0.07194892997814491","0.15695592247506945","0.3672","0.701","0.7026","0.7074","0.4009","167.24584338039944","167.1723742263725","165.09128402735575","166.68567976427835"
"MVAE_c_02_1_new","failed","-","asenellart","","2023-06-03T12:23:17.000Z","1190","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.2","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.305899977684021","","0.010599999688565733","","0.24613","0.37480666666666673","0.4719399999999999","0.5375","0.10431209229998216","0.10260891969024916","0.12707166639341752","0.23650825778395135","0.1393","0.6175","0.6063","0.8608","0.4636","97.06946592585332","97.14402627049452","97.11274482085048","95.8266696839637"
"MVAE_c_0_1_new","failed","-","asenellart","","2023-06-03T12:23:02.000Z","1140","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.35760000348091125","","0.04470000043511391","","0.219435","0.33498333333333336","0.44861000000000006","0.5644600000000001","0.23100346350217343","0.28559722658550685","0.29567215780319933","0.2867817609263183","0.4861","0.0985","0.8818","0.8533","0.5026","271.04462617284065","270.7496498592574","271.1754719378272","270.97999651126383"
"MVAE_i_05_0_new","failed","-","asenellart","","2023-06-03T12:22:47.000Z","1226","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.5","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.219200000166893","","0.020999999716877937","","0.2524","0.3723133333333334","0.45837000000000006","0.5260400000000001","0.1291834374058842","0.1601880500467428","0.1962373539874608","0.2774838272764739","0.1531","0.4302","0.8576","0.8369","0.3524","113.18799634720142","117.89300043659053","118.1575272204118","117.7645934850571"
"MVAE_i_02_0_new","failed","-","asenellart","","2023-06-03T12:22:33.000Z","1204","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.2","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.5805000066757202","","0.045399997383356094","","0.39689500000000005","0.5428","0.63495","0.69058","0.04778195893849478","0.030832745940350865","0.06389532846773698","0.141534227662428","0.412","0.7638","0.7948","0.7658","0.7165","106.83278214293956","112.6728299942056","104.24354017082824","101.2002446589014"
"MVAE_c_05_0_new","failed","-","asenellart","","2023-06-03T12:21:56.000Z","1260","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.5","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.016300000250339508","","0.00139999995008111","","0.14199","0.17944","0.218625","0.25532","0.06077998971701131","0.0793157652817031","0.09970110142320394","0.14175531594970256","0.1274","0.118","0.3984","0.453","0.1798","195.9998897142479","195.90042318436664","195.88308455725553","196.29026874563013"
"MVAE_c_02_0_new","failed","-","asenellart","","2023-06-03T12:21:24.000Z","1393","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.2","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.26809999346733093","","0.0139999995008111","","0.26223","0.39812","0.494605","0.5531599999999999","0.11669538058552274","0.11188188136502612","0.1301005177737583","0.23409842887127627","0.1371","0.611","0.6226","0.8573","0.5378","109.23166315438664","107.54209742206984","108.05875515347408","108.3501373720316"
"MVAE_c_0_0_new","failed","-","asenellart","","2023-06-03T12:21:22.000Z","1348","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0","MVAE","5","MVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.21570000052452087","","0.003899999894201755","","0.195185","0.2740266666666666","0.34526","0.40758","0.05756532289495126","0.04834392941322738","0.05348473987970774","0.11531002384875304","0.1972","0.3707","0.5042","0.4734","0.4924","91.05850193075082","91.12545013398308","90.83296477966388","90.54204278999056"
"JNFDcca_c_0_3","finished","-","asenellart","","2023-06-02T15:51:13.000Z","99525","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.4556999802589417","0.09459999948740004","0.0471000000834465","6115.5234375","0.7576","0.8955","0.93919","0.9481","0.005927288587541548","0.014720786512804132","0.02971051833947028","0.06006443207090197","0.8324","0.9882","0.9837","0.9902","0.946","","","",""
"JNFDcca_c_05_2","finished","-","asenellart","","2023-06-02T15:51:10.000Z","96487","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.1451999992132187","0.06889999657869339","0.07009999454021454","6702.392578125","0.409555","0.51778","0.5575699999999999","0.5493399999999999","0.020782440905726136","0.005461607414997481","0.036572559385419014","0.0975021763859659","0.5159","0.6582","0.671","0.4639","0.4377","","","",""
"JNFDcca_c_0_2","finished","-","asenellart","","2023-06-02T15:51:09.000Z","87771","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.45749998092651367","0.11989999562501907","0.0568000003695488","6129.57177734375","0.7121649999999999","0.86083","0.9160799999999998","0.93124","0.01665534899063962","0.01927249882893007","0.032951283738270366","0.06328129581479822","0.8062","0.9669","0.9612","0.976","0.9459","","","",""
"JNFDcca_c_02_2","finished","-","asenellart","","2023-06-02T15:51:09.000Z","96615","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.22519999742507937","0.11309999972581863","0.09879999607801436","6351.576171875","0.61658","0.7552033333333332","0.80639","0.8267999999999999","0.01049695670182553","0.017592955976753852","0.03844269631542511","0.08087429752399707","0.6945","0.8672","0.8905","0.9084","0.7734","","","",""
"JNFDcca_c_05_1","finished","-","asenellart","","2023-06-02T15:50:37.000Z","87410","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.1362999975681305","0.07400000095367432","0.06809999793767929","6709.42529296875","0.40511","0.4957466666666666","0.5359799999999999","0.52724","0.022277211450269094","0.007786672374427124","0.04370842138535776","0.10790706371688558","0.4375","0.6345","0.6599","0.5221","0.3822","","","",""
"JNFDcca_c_02_1","finished","-","asenellart","","2023-06-02T15:50:33.000Z","88412","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.3146999776363373","0.085999995470047","0.09030000120401382","6370.80419921875","0.61043","0.7652","0.8322050000000001","0.8577","0.01007513523482442","0.016514976368267858","0.04096810009019212","0.08590331774733731","0.7066","0.9103","0.9115","0.9409","0.8192","","","",""
"JNFDcca_c_0_1","finished","-","asenellart","","2023-06-02T15:50:24.000Z","89459","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.4693000018596649","0.11339999735355376","0.07199999690055847","6137.22119140625","0.767325","0.8943633333333334","0.934755","0.9472000000000002","0.012456283554897116","0.014597012251370688","0.028758654784255832","0.056892600573361034","0.8345","0.9717","0.9746","0.9895","0.9657","","","",""
"JNFDcca_c_05_0","finished","-","asenellart","","2023-06-02T15:50:08.000Z","89068","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.12229999899864195","0.07369999587535858","0.04179999977350235","6696.4873046875","0.34816","0.4195233333333334","0.450045","0.41288","0.0144842725050311","0.019122383916935316","0.046544545598813186","0.09221352178503976","0.3047","0.5314","0.5147","0.3642","0.3494","","","",""
"JNFDcca_c_0_0","finished","-","asenellart","","2023-06-02T15:50:06.000Z","88971","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.42829999327659607","0.11140000075101852","0.06709999591112137","6130.43896484375","0.78092","0.9089666666666666","0.948575","0.95702","0.011679987157527189","0.013057956280453031","0.023071110181350187","0.04810943358635602","0.862","0.9867","0.9776","0.9903","0.9685","","","",""
"JNFDcca_c_02_0","finished","-","asenellart","","2023-06-02T15:50:06.000Z","89240","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.38419997692108154","0.09539999812841415","0.07029999792575836","6307.96142578125","0.6399199999999998","0.7999966666666667","0.8726200000000001","0.89732","0.012679583983711776","0.010131035375408465","0.025605889947431994","0.05320967581182957","0.8194","0.9352","0.9319","0.9522","0.8479","","","",""
"JNF_c_05_3","finished","-","asenellart","","2023-06-02T15:49:53.000Z","88203","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.17629998922348022","0.057999998331069946","0.02709999866783619","6676.798828125","0.41046999999999995","0.5199366666666667","0.5608299999999999","0.56272","0.042340661308014546","0.018577731293136925","0.03705452199124961","0.1060068563820284","0.4868","0.6753","0.7","0.5192","0.4323","","","",""
"JNF_c_0_3","finished","-","asenellart","","2023-06-02T15:49:52.000Z","88306","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.5701000094413757","0.08579999953508377","0.03839999809861183","6064.49267578125","0.681495","0.8570033333333333","0.915945","0.93178","0.04897717427537034","0.01576372382684016","0.029947349214913824","0.06276417449469086","0.8087","0.9735","0.9636","0.9734","0.9397","","","",""
"JNF_c_02_3","finished","-","asenellart","","2023-06-02T15:49:52.000Z","86221","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.30159997940063477","0.0925999954342842","0.08209999650716782","6270.75634765625","0.5863799999999999","0.7672566666666667","0.838965","0.86252","0.06296095893488281","0.020099535926096524","0.028406364163687","0.07738344525801368","0.7329","0.9238","0.9152","0.9273","0.8134","","","",""
"JNF_c_05_2","finished","-","asenellart","","2023-06-02T15:49:21.000Z","88700","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.17239999771118164","0.07649999856948853","0.04569999873638153","6661.90185546875","0.40019","0.5103866666666667","0.583895","0.61814","0.04379547236872778","0.02410649151853778","0.040129923062472976","0.1130784258822168","0.4751","0.6993","0.7492","0.6766","0.4905","","","",""
"JNF_c_02_2","finished","-","asenellart","","2023-06-02T15:49:21.000Z","88347","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.3937999904155731","0.08940000087022781","0.06729999929666519","6286.55517578125","0.57012","0.7482233333333335","0.8208499999999999","0.8456199999999999","0.06314843307636378","0.022399563735831015","0.033033687350945265","0.08961398105206575","0.7006","0.9094","0.909","0.9283","0.7808","","","",""
"JNF_c_0_2","finished","-","asenellart","","2023-06-02T15:49:06.000Z","86623","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.5047999620437622","0.08100000023841858","0.04129999876022339","6097.65380859375","0.7218300000000001","0.8751299999999999","0.92351","0.93414","0.045151354907688","0.013889304038239883","0.03286879827435134","0.07083099886349196","0.7948","0.9742","0.9732","0.9833","0.9452","","","",""
"JNF_c_05_1","finished","-","asenellart","","2023-06-02T15:48:58.000Z","86494","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.14880000054836273","0.06870000064373016","0.08749999850988388","6658.3095703125","0.407765","0.52895","0.59131","0.61052","0.04140599171617558","0.025199366173686896","0.031951461625409266","0.09321191769296457","0.525","0.6805","0.7184","0.6519","0.4768","","","",""
"JNF_c_02_1","finished","-","asenellart","","2023-06-02T15:48:57.000Z","88238","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.2705000042915344","0.10189999639987946","0.09939999878406525","6283.21337890625","0.548905","0.7338366666666667","0.8174000000000001","0.8513999999999999","0.04479899385030873","0.0153890469707083","0.02192256828019931","0.06145118387793682","0.7633","0.9018","0.9029","0.8985","0.7905","","","",""
"JNF_c_0_1","finished","-","asenellart","","2023-06-02T15:48:55.000Z","88509","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.4883999824523926","0.0965999960899353","0.06929999589920044","6106.32177734375","0.6435449999999999","0.8276833333333332","0.8872549999999999","0.90362","0.047299110456751704","0.016667121660456082","0.03513466557404523","0.07911170330614807","0.7469","0.9371","0.944","0.9616","0.9285","","","",""
"JNF_c_05_0","finished","-","asenellart","","2023-06-02T15:48:40.000Z","88301","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.11389999836683272","0.06859999895095825","0.06459999829530716","6701.55322265625","0.35898","0.43935666666666656","0.478525","0.47076","0.044934486755720274","0.025795628613304915","0.037530615835608135","0.102277770800893","0.4073","0.5985","0.5919","0.3849","0.3712","","","",""
"JNF_c_02_0","finished","-","asenellart","","2023-06-02T15:48:38.000Z","88425","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.3858999907970429","0.0819999948143959","0.07029999792575836","6285.3271484375","0.561085","0.7420766666666666","0.8190350000000001","0.8469800000000001","0.05139386296047415","0.01252321444358434","0.027433538324466995","0.07466395114109618","0.7596","0.8984","0.9","0.924","0.7529","","","",""
"JNF_c_0_0","finished","-","asenellart","","2023-06-02T15:48:33.000Z","88304","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","","0.5422999858856201","0.08699999749660492","0.04309999942779541","6093.1181640625","0.651315","0.8305400000000001","0.8838199999999998","0.8966000000000001","0.03517410126783625","0.018492892328315386","0.04691549424230763","0.10776810288763553","0.682","0.9575","0.9504","0.9611","0.932","","","",""
"MMVAE_i_05_3","finished","-","asenellart","","2023-06-02T15:48:25.000Z","75900","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.11259999871253969","0.04609999805688858","0.03920000046491623","7279.26318359375","0.756995","0.7599400000000001","0.754455","0.76474","0.03348074595943161","0.034151722910825105","0.057062213635645086","0.10538018029971292","0.7603","0.8205","0.8329","0.8475","0.5625","","","",""
"MMVAE_c_05_3","finished","-","asenellart","","2023-06-02T15:48:24.000Z","74369","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.004299999680370092","0.0044999998062849045","0.08619999885559082","7220.7265625","0.10642500000000002","0.10737333333333336","0.106935","0.1074","0.0026036992913929216","0.0019971535299576344","0.0025894063026106963","0.004370354676682432","0.1136","0.1042","0.1039","0.1035","0.1118","","","",""
"MMVAE_i_02_3","finished","-","asenellart","","2023-06-02T15:48:23.000Z","74090","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.1459999978542328","0.0982999950647354","0.08339999616146088","7036.04638671875","0.786965","0.7871799999999999","0.7886750000000001","0.7829400000000001","0.026950355285227708","0.04895576733701103","0.07880461994705641","0.136698465243762","0.749","0.8696","0.868","0.8985","0.5296","","","",""
"MMVAE_c_02_3","finished","-","asenellart","","2023-06-02T15:48:17.000Z","74442","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.36800000071525574","0.14409999549388883","0.11209999769926073","7000.0615234375","0.658585","0.65714","0.6585699999999999","0.6578799999999999","0.03658186572606701","0.033741418003529276","0.06047981564125342","0.10702379922241592","0.6287","0.7142","0.7394","0.7462","0.4609","","","",""
"MMVAE_i_05_2","finished","-","asenellart","","2023-06-02T15:47:57.000Z","74281","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.12129999697208405","0.04919999837875366","0.035999998450279236","7305.4833984375","0.754535","0.7572","0.75522","0.75258","0.03766914387134382","0.03477099046299623","0.05973201486640142","0.11455909217517396","0.7426","0.8167","0.8058","0.8614","0.5364","","","",""
