"Name","State","Notes","User","Tags","Created","Runtime","Sweep","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","k","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","joint_coherence _prior","joint_coherence_GaussianMixtureSampler","joint_coherence_IAFsampler","joint_coherence_prior","joint_likelihood","mean_coherence_1","mean_coherence_2","mean_coherence_3","mean_coherence_4","std_coherence_1","std_coherence_2","std_coherence_3","std_coherence_4","subset_to_m0","subset_to_m1","subset_to_m2","subset_to_m3","subset_to_m4","Conditional FD from ['m1', 'm2', 'm3', 'm4'] to m0","Conditional FD from ['m1', 'm2', 'm3'] to m0","Conditional FD from ['m1', 'm2'] to m0","Conditional FD from ['m1'] to m0"
"MVTCAE_i_05_1","finished","-","asenellart","","2023-06-02T14:40:01.000Z","2234","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.46879997849464417","0.009999999776482582","0.002899999963119626","5971.1494140625","0.3864999999999999","0.5403033333333334","0.636605","0.69962","0.019476286863773583","0.018594476180964194","0.07851757908264877","0.1806684632136998","0.3507","0.8225","0.8506","0.7565","0.7178","","","",""
"MVTCAE_i_02_1","finished","-","asenellart","","2023-06-02T14:39:43.000Z","1903","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5162000060081482","0.014800000004470348","0.0044999998062849045","5942.4814453125","0.491455","0.6614433333333333","0.7439950000000001","0.78308","0.020376594416143264","0.044947344625560354","0.10809062043026677","0.2150905892873977","0.3587","0.9236","0.9283","0.8721","0.8327","","","",""
"MVTCAE_c_05_1","finished","-","asenellart","","2023-06-02T14:39:38.000Z","1915","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.25369998812675476","0.015099999494850636","0.011299999430775642","6383.27099609375","0.358115","0.49378666666666665","0.5793250000000001","0.6386400000000001","0.03759703312762857","0.031208863413388768","0.04723265422353481","0.1072234414668733","0.4704","0.7375","0.7627","0.6468","0.5758","","","",""
"MVTCAE_c_02_1","finished","-","asenellart","","2023-06-02T14:39:11.000Z","2109","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5072000026702881","0.019600000232458115","0.0044999998062849045","6034.693359375","0.47511","0.6508033333333334","0.73971","0.78748","0.03139303903734077","0.03339145416287094","0.0812148502430436","0.1665744686319005","0.4569","0.884","0.9006","0.8443","0.8516","","","",""
"MVTCAE_c_0_1","finished","-","asenellart","","2023-06-02T14:39:02.000Z","2073","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5701999664306641","0.02169999852776527","0.002199999988079071","5942.72900390625","0.5390400000000001","0.7203466666666667","0.7953300000000001","0.8323799999999999","0.027057996045531524","0.040575107859102205","0.09445569913986132","0.1822593361120357","0.4714","0.9383","0.9608","0.8904","0.901","","","",""
"MVTCAE_i_05_0","finished","-","asenellart","","2023-06-02T14:38:57.000Z","2105","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.42479997873306274","0.007799999788403511","0.002199999988079071","5972.15576171875","0.382065","0.5375233333333334","0.63316","0.6937800000000001","0.01873543167370318","0.01828571421750992","0.07580262462474502","0.17310660761507632","0.367","0.8096","0.8482","0.7678","0.6763","","","",""
"MVTCAE_i_02_0","finished","-","asenellart","","2023-06-02T14:38:02.000Z","2137","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5162000060081482","0.01860000006854534","0.002699999837204814","5946.8447265625","0.4845100000000001","0.6567833333333334","0.7449649999999999","0.79384","0.020149693546056734","0.03537170950538485","0.0901128072196178","0.17957598503140668","0.4389","0.9045","0.9207","0.8559","0.8492","","","",""
"MVTCAE_c_05_0","finished","-","asenellart","","2023-06-02T14:37:02.000Z","1953","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.22529999911785129","0.02789999917149544","0.011099999770522118","6389.31787109375","0.35459499999999994","0.49591","0.584465","0.6419","0.03866083418655111","0.02833185898124818","0.04131307329405545","0.09925389664894776","0.5152","0.7354","0.7619","0.6546","0.5424","","","",""
"MVTCAE_c_02_0","finished","-","asenellart","","2023-06-02T14:36:57.000Z","1978","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.4670999944210053","0.011799999512732027","0.0030999998562037945","6031.12744140625","0.4908749999999999","0.6642166666666667","0.752975","0.7984","0.03455336452503574","0.03316280128229352","0.08012210135162458","0.1562329542702179","0.4903","0.8921","0.9133","0.8385","0.8578","","","",""
"MVTCAE_c_0_0","finished","-","asenellart","","2023-06-02T14:36:46.000Z","1879","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5717999935150146","0.013700000010430813","0.003499999875202775","5933.736328125","0.545085","0.7215933333333334","0.7982250000000001","0.8295600000000001","0.02432990238369239","0.04235533234172266","0.10321549362862148","0.2001295940134792","0.4317","0.9423","0.9623","0.9094","0.9021","","","",""
"JMVAE_c_0_0","finished","-","asenellart","","2023-06-02T13:22:23.000Z","8509","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.4721999764442444","0.03219999745488167","0.006199999712407589","6044.60400390625","0.6280650000000001","0.7201066666666668","0.80196","0.8387399999999999","0.0181832656582914","0.02944000603864672","0.06521456432423664","0.12994776796851878","0.5935","0.93","0.9284","0.925","0.8168","","","",""
